序号,角色名,稀有度,配件1,配件2,属性,名称,图标,长图,横图
0,"秦彻",5,"绿珥","日冕","生命","深渊秘印","https://patchwiki.biligame.com/images/lysk/thumb/d/d9/3ainfl6g41e4pnckrirtt89hookuz8w.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%B7%B1%E6%B8%8A%E7%A7%98%E5%8D%B0.png","https://patchwiki.biligame.com/images/lysk/thumb/c/c9/944k142atpfxr7wdlx7tvou0u2vuv8o.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%B7%B1%E6%B8%8A%E7%A7%98%E5%8D%B0.png","https://patchwiki.biligame.com/images/lysk/thumb/a/a7/c4053pkkbh1xmq92tmbfwkw71ub5k5a.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E6%B7%B1%E6%B8%8A%E7%A7%98%E5%8D%B0.jpg"
0,"秦彻",5,"绿珥","日冕","生命","深渊霞晕","https://patchwiki.biligame.com/images/lysk/thumb/b/b7/2pfpvx2pfyzaxnc12ei1plg94hbvpyy.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%B7%B1%E6%B8%8A%E9%9C%9E%E6%99%95.png","https://patchwiki.biligame.com/images/lysk/thumb/5/59/n8cj2que9h3ty78nnpozgodf3xigrif.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%B7%B1%E6%B8%8A%E9%9C%9E%E6%99%95.png","https://patchwiki.biligame.com/images/lysk/thumb/3/3b/r42yojzihcn1metl23n2oo150dxbosz.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E6%B7%B1%E6%B8%8A%E9%9C%9E%E6%99%95.jpg"
0,"秦彻",4,"蓝弧","日冕","生命","戮夜渡梦","https://patchwiki.biligame.com/images/lysk/thumb/3/34/riarrgkq85zlttu6wh7o2jqc37s7wki.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%88%AE%E5%A4%9C%E6%B8%A1%E6%A2%A6.png","https://patchwiki.biligame.com/images/lysk/thumb/7/7d/4w4krbch92p7l8pn0u2vzf0dq352cd1.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%88%AE%E5%A4%9C%E6%B8%A1%E6%A2%A6.png","https://patchwiki.biligame.com/images/lysk/thumb/e/e7/qyevq9lzihordu0x5f1agrd906vyu2v.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E6%88%AE%E5%A4%9C%E6%B8%A1%E6%A2%A6.png"
0,"秦彻",4,"蓝弧","日冕","生命","戮夜灼心","https://patchwiki.biligame.com/images/lysk/thumb/c/c0/22j50pp54x12kh7j1in57ajtamumjgf.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%88%AE%E5%A4%9C%E7%81%BC%E5%BF%83.png","https://patchwiki.biligame.com/images/lysk/thumb/2/2b/an3k8pkubeybp729h7w5p1yttizvyn8.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%88%AE%E5%A4%9C%E7%81%BC%E5%BF%83.png","https://patchwiki.biligame.com/images/lysk/thumb/f/fa/1wthr3m5fggvo1jabcwek9ja9vwts76.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E6%88%AE%E5%A4%9C%E7%81%BC%E5%BF%83.png"
0,"秦彻",3,"黄璃","月晖","生命","混世","https://patchwiki.biligame.com/images/lysk/thumb/b/b7/tvpbleulbdv99c90x4ujhh8gotphw4l.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%B7%B7%E4%B8%96.png","https://patchwiki.biligame.com/images/lysk/thumb/a/a8/et782bbercm5veq3vuckernjxydwh5x.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%B7%B7%E4%B8%96.png",""
0,"沈星回",4,"紫辉","月晖","防御","觅光","https://patchwiki.biligame.com/images/lysk/thumb/6/62/s4t2wb7iafv2m51nf08qsnb97a8y7p7.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E8%A7%85%E5%85%89.png","https://patchwiki.biligame.com/images/lysk/thumb/9/9c/5uj0au4x24e96fr7dyal6olaawsg2a2.png/58px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E8%A7%85%E5%85%89.png","https://patchwiki.biligame.com/images/lysk/thumb/3/30/ev3bl395m7nnbcaespg9mtd4qa3s6y3.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E8%A7%85%E5%85%89.png"
0,"沈星回",5,"绿珥","月晖","生命","茸毛攻势","https://patchwiki.biligame.com/images/lysk/thumb/d/dd/896tioeohur8mjmym9sagzquzwyj9mg.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E8%8C%B8%E6%AF%9B%E6%94%BB%E5%8A%BF.png","https://patchwiki.biligame.com/images/lysk/thumb/d/dd/as9wapm7sftcw5qdun7bl1pfpnitpn9.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E8%8C%B8%E6%AF%9B%E6%94%BB%E5%8A%BF.png","https://patchwiki.biligame.com/images/lysk/thumb/4/46/tfp3om01xtq4q3oq3vjidofwkkqy3jt.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E8%8C%B8%E6%AF%9B%E6%94%BB%E5%8A%BF.jpg"
0,"祁煜",5,"紫辉","月晖","防御","摇尾时刻","https://patchwiki.biligame.com/images/lysk/thumb/5/5f/p19cd8ijzy51zzrp8i9te3car9uchhd.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%91%87%E5%B0%BE%E6%97%B6%E5%88%BB.png","https://patchwiki.biligame.com/images/lysk/thumb/0/0d/kl4k0ny90inb41enhgyo1ad0v6xy3z0.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%91%87%E5%B0%BE%E6%97%B6%E5%88%BB.png","https://patchwiki.biligame.com/images/lysk/thumb/0/07/bp07qtu9yy33j1zoqdn54n39inoedqr.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E6%91%87%E5%B0%BE%E6%97%B6%E5%88%BB.jpg"
0,"秦彻",5,"绿珥","月晖","防御","猫德守则","https://patchwiki.biligame.com/images/lysk/thumb/7/76/m5i425wor0qoha3tzs8w3ulsggg2fh2.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E7%8C%AB%E5%BE%B7%E5%AE%88%E5%88%99.png","https://patchwiki.biligame.com/images/lysk/thumb/9/93/ny6n9hxrfon12t3m700cntxva0xm57j.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E7%8C%AB%E5%BE%B7%E5%AE%88%E5%88%99.png","https://patchwiki.biligame.com/images/lysk/thumb/6/63/th57uoaizljao2vgnwa6o0rr0mlghb0.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E7%8C%AB%E5%BE%B7%E5%AE%88%E5%88%99.jpg"
0,"黎深",5,"蓝弧","月晖","生命","耳尖沉溺","https://patchwiki.biligame.com/images/lysk/thumb/1/12/s9vyl6c2eu9y16u7nj3o9e7c4k1dkae.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E8%80%B3%E5%B0%96%E6%B2%89%E6%BA%BA.png","https://patchwiki.biligame.com/images/lysk/thumb/d/d4/pmkqmadz63p45klrr6y37mh8gwsfaqk.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E8%80%B3%E5%B0%96%E6%B2%89%E6%BA%BA.png","https://patchwiki.biligame.com/images/lysk/thumb/3/3f/snjseo6xldaiwszs8lj5avsosmvy1n0.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E8%80%B3%E5%B0%96%E6%B2%89%E6%BA%BA.jpg"
0,"祁煜",4,"粉珀","月晖","生命","绯色夜邀","https://patchwiki.biligame.com/images/lysk/thumb/8/8a/sesfqt3q4uzf7z70phkvi19bcl5v6ca.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E7%BB%AF%E8%89%B2%E5%A4%9C%E9%82%80.png","https://patchwiki.biligame.com/images/lysk/thumb/7/7b/981ypdtum9lsvkgi2w7vnwrr9t51sc3.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E7%BB%AF%E8%89%B2%E5%A4%9C%E9%82%80.png","https://patchwiki.biligame.com/images/lysk/thumb/a/a0/dphohyaxe124kbkr4rslupswltypcbo.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E7%BB%AF%E8%89%B2%E5%A4%9C%E9%82%80.png"
0,"秦彻",4,"黄璃","月晖","生命","局部热痕","https://patchwiki.biligame.com/images/lysk/thumb/c/c2/3oczuazbkadtdbezt55gfljlppe43ss.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E5%B1%80%E9%83%A8%E7%83%AD%E7%97%95.png","https://patchwiki.biligame.com/images/lysk/thumb/c/ce/4mel854ahz293dclof9opxz7e4e5vix.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E5%B1%80%E9%83%A8%E7%83%AD%E7%97%95.png","https://patchwiki.biligame.com/images/lysk/thumb/e/e9/f0d4j90n2h3k787u23fw9bmtj97k859.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E5%B1%80%E9%83%A8%E7%83%AD%E7%97%95.png"
0,"祁煜",5,"粉珀","月晖","防御","秘焰沸腾","https://patchwiki.biligame.com/images/lysk/thumb/3/38/ckbr0cupt3zwohjugdv9dwqhhe8lq0v.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E7%A7%98%E7%84%B0%E6%B2%B8%E8%85%BE.png","https://patchwiki.biligame.com/images/lysk/thumb/e/e0/d9x5zj1qbezuq7ucoi48pzdultxcfmz.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E7%A7%98%E7%84%B0%E6%B2%B8%E8%85%BE.png","https://patchwiki.biligame.com/images/lysk/thumb/6/6d/iihaefy697d462bmgxtrp01fd1o7yob.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E7%A7%98%E7%84%B0%E6%B2%B8%E8%85%BE.jpg.png"
0,"黎深",5,"紫辉","月晖","攻击","脉脉倾音","https://patchwiki.biligame.com/images/lysk/thumb/9/90/srpunampnrr1bbgaipz80zo75ydheyd.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E8%84%89%E8%84%89%E5%80%BE%E9%9F%B3.png","https://patchwiki.biligame.com/images/lysk/thumb/4/47/qyrv1co9th1oftod20atqrhg1zw5e5x.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E8%84%89%E8%84%89%E5%80%BE%E9%9F%B3.png","https://patchwiki.biligame.com/images/lysk/thumb/8/82/dty0gz3udvvdjzdvmiura6c9utztsic.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E8%84%89%E8%84%89%E5%80%BE%E9%9F%B3.jpg.png"
0,"秦彻",5,"蓝弧","月晖","攻击","炽光淋漓","https://patchwiki.biligame.com/images/lysk/thumb/8/8f/fg3to3kkpn2rz2us2uc4zpklypyydal.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E7%82%BD%E5%85%89%E6%B7%8B%E6%BC%93.png","https://patchwiki.biligame.com/images/lysk/thumb/6/6e/t69ut43k4ufsp6hnd06v889k4ojp66a.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E7%82%BD%E5%85%89%E6%B7%8B%E6%BC%93.png","https://patchwiki.biligame.com/images/lysk/thumb/9/99/egtesj5icxdkmcyvcdpkdpzto7qkcah.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E7%82%BD%E5%85%89%E6%B7%8B%E6%BC%93.jpg"
0,"祁煜",4,"紫辉","月晖","防御","透亮心期","https://patchwiki.biligame.com/images/lysk/thumb/4/4d/abei6gxidhj5yfhr3p8dx04b1xp4mru.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E9%80%8F%E4%BA%AE%E5%BF%83%E6%9C%9F.png","https://patchwiki.biligame.com/images/lysk/thumb/c/c6/3n6h42ceb4ajj8tcbdltohtw0z4xi8b.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E9%80%8F%E4%BA%AE%E5%BF%83%E6%9C%9F.png","https://patchwiki.biligame.com/images/lysk/thumb/1/11/cdvf5m2p3djy1ysmu951phmughmfie5.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E9%80%8F%E4%BA%AE%E5%BF%83%E6%9C%9F.png"
0,"沈星回",5,"蓝弧","月晖","防御","星辰有信","https://patchwiki.biligame.com/images/lysk/thumb/9/92/82fwg2tw7lb2iabcxdxvhzfdtugmxja.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%98%9F%E8%BE%B0%E6%9C%89%E4%BF%A1.png","https://patchwiki.biligame.com/images/lysk/thumb/4/41/icw204kl5f9ymd47fezyw0nvpn4eqnr.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%98%9F%E8%BE%B0%E6%9C%89%E4%BF%A1.png","https://patchwiki.biligame.com/images/lysk/thumb/4/42/1qqhcugeq7frq13cqy7o09fgw3y4vzb.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E6%98%9F%E8%BE%B0%E6%9C%89%E4%BF%A1.jpg.png"
0,"沈星回",3,"红漪","月晖","防御","祈愿绵绵","https://patchwiki.biligame.com/images/lysk/thumb/7/72/skkddf72ngdfpjntay7h4r55turtf6u.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E7%A5%88%E6%84%BF%E7%BB%B5%E7%BB%B5.png","https://patchwiki.biligame.com/images/lysk/thumb/2/2b/a8qkdt5pgebewaac0g8fu7038yj7340.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E7%A5%88%E6%84%BF%E7%BB%B5%E7%BB%B5.png",""
0,"黎深",5,"红漪","月晖","生命","月下黑棘","https://patchwiki.biligame.com/images/lysk/thumb/0/05/7zl358jj6tmotdioq8x5xywe0bxbqlo.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%9C%88%E4%B8%8B%E9%BB%91%E6%A3%98.png","https://patchwiki.biligame.com/images/lysk/thumb/8/87/nynh70q1s82mz5xckv4bz3u928ctcas.png/58px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%9C%88%E4%B8%8B%E9%BB%91%E6%A3%98.png","https://patchwiki.biligame.com/images/lysk/thumb/4/41/i4cbts0ckmnvth14eypy80zy0s3xu7z.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E6%9C%88%E4%B8%8B%E9%BB%91%E6%A3%98.jpg"
0,"沈星回",5,"粉珀","月晖","生命","聆花意","https://patchwiki.biligame.com/images/lysk/thumb/9/91/ipdgpido0qh9es21cpxm83u6auhtjsz.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E8%81%86%E8%8A%B1%E6%84%8F.png","https://patchwiki.biligame.com/images/lysk/thumb/3/34/rmd9i82rz598f4hnf1rbe1qi54krxqr.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E8%81%86%E8%8A%B1%E6%84%8F.png","https://patchwiki.biligame.com/images/lysk/thumb/9/9c/tpzqcfk9qeqfbv7vqrntf945eb1no7h.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E8%81%86%E8%8A%B1%E6%84%8F.jpg"
0,"祁煜",5,"蓝弧","月晖","生命","画琳琅","https://patchwiki.biligame.com/images/lysk/thumb/3/3b/sxvzeft2t3ftud5rlfpgevsmu3uwcez.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E7%94%BB%E7%90%B3%E7%90%85.png","https://patchwiki.biligame.com/images/lysk/thumb/e/e7/8hgg0cohwdyiyqxuoc62r03wbumuick.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E7%94%BB%E7%90%B3%E7%90%85.png","https://patchwiki.biligame.com/images/lysk/thumb/b/b7/h8xjlybs8k3q01blc8l4i5euht7sl1q.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E7%94%BB%E7%90%B3%E7%90%85.jpg"
0,"秦彻",5,"粉珀","月晖","攻击","风临野","https://patchwiki.biligame.com/images/lysk/thumb/3/31/oqbfrx7dg87rk4zivy6zq17kf4kldl5.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E9%A3%8E%E4%B8%B4%E9%87%8E.png","https://patchwiki.biligame.com/images/lysk/thumb/c/ca/srrpxdd6ppl4o5ze0n2hlloo284as95.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E9%A3%8E%E4%B8%B4%E9%87%8E.png","https://patchwiki.biligame.com/images/lysk/thumb/0/0d/t0zfqu1yzpqej5p8ot21xzeplmcw4ir.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E9%A3%8E%E4%B8%B4%E9%87%8E.jpg"
0,"黎深",5,"黄璃","月晖","生命","枕月眠","https://patchwiki.biligame.com/images/lysk/thumb/a/a5/dne23f4uozrverw9lr85hcvmxy7jpnu.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%9E%95%E6%9C%88%E7%9C%A0.png","https://patchwiki.biligame.com/images/lysk/thumb/3/39/nicquvkzt7gfvda5qox5lzmeciwqb4b.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%9E%95%E6%9C%88%E7%9C%A0.png","https://patchwiki.biligame.com/images/lysk/thumb/2/2f/dozb3xl4s7p7zz2m62g1uba8klab9ut.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E6%9E%95%E6%9C%88%E7%9C%A0.jpg"
0,"沈星回",4,"绿珥","月晖","防御","晴冬","https://patchwiki.biligame.com/images/lysk/thumb/5/58/2jzwdasyc0zzuswbuh80xi8vb8owg4g.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%99%B4%E5%86%AC.png","https://patchwiki.biligame.com/images/lysk/thumb/3/3d/d50q6cx797cwwpvjcfivw1lpoygd5ga.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%99%B4%E5%86%AC.png","https://patchwiki.biligame.com/images/lysk/thumb/c/c3/0jhrevij2qq1du8giwkz420uikiq64t.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E6%99%B4%E5%86%AC.png"
0,"黎深",4,"黄璃","月晖","防御","抵达稚梦","https://patchwiki.biligame.com/images/lysk/thumb/e/e1/svqv81dw8tw8tp188orfyfvw5p56sjc.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%8A%B5%E8%BE%BE%E7%A8%9A%E6%A2%A6.png","https://patchwiki.biligame.com/images/lysk/thumb/0/0e/7j0cdq0zezbc4yfzrcmjny5t430mgg3.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%8A%B5%E8%BE%BE%E7%A8%9A%E6%A2%A6.png","https://patchwiki.biligame.com/images/lysk/thumb/7/77/kyj1yokeruzx5c7mmw7tfn7bbhj97t5.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E6%8A%B5%E8%BE%BE%E7%A8%9A%E6%A2%A6.png"
0,"祁煜",5,"红漪","月晖","防御","长思入画","https://patchwiki.biligame.com/images/lysk/thumb/7/7f/ksu0xt83kjipeezztufwq24w4r9kst7.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E9%95%BF%E6%80%9D%E5%85%A5%E7%94%BB.png","https://patchwiki.biligame.com/images/lysk/thumb/9/9c/0m9bw22smg5o2a4rx0wdar3qh061saf.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E9%95%BF%E6%80%9D%E5%85%A5%E7%94%BB.png","https://patchwiki.biligame.com/images/lysk/thumb/6/66/53xnr6nqn0kg4yy8whryo9wjfz18m6y.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E9%95%BF%E6%80%9D%E5%85%A5%E7%94%BB.jpg"
0,"黎深",5,"粉珀","月晖","防御","一往而深","https://patchwiki.biligame.com/images/lysk/thumb/0/02/dczrlpoye7shi7w0bh5ygtpeoh9w3se.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E4%B8%80%E5%BE%80%E8%80%8C%E6%B7%B1.png","https://patchwiki.biligame.com/images/lysk/thumb/d/d4/jfao9bo188ymd52qg726eexaom3zkrf.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E4%B8%80%E5%BE%80%E8%80%8C%E6%B7%B1.png","https://patchwiki.biligame.com/images/lysk/thumb/9/9f/h7xukhwamnub8670wvml4k688jx87n0.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E4%B8%80%E5%BE%80%E8%80%8C%E6%B7%B1.jpg"
0,"黎深",3,"粉珀","月晖","生命","烁烁祝福","https://patchwiki.biligame.com/images/lysk/thumb/0/0c/bdo4h81wn66bwoe0k9wfjchwq4mdi37.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E7%83%81%E7%83%81%E7%A5%9D%E7%A6%8F.png","https://patchwiki.biligame.com/images/lysk/thumb/4/44/jdhaox6llnbbhlsvi4ettm1xr8ucn3d.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E7%83%81%E7%83%81%E7%A5%9D%E7%A6%8F.png",""
0,"黎深",4,"蓝弧","月晖","防御","末日游戏","https://patchwiki.biligame.com/images/lysk/thumb/4/4e/lj337ew131bv8sexis9120spa1iecnr.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%9C%AB%E6%97%A5%E6%B8%B8%E6%88%8F.png","https://patchwiki.biligame.com/images/lysk/thumb/f/f9/1dxiaehqd1f7u77sod2h3i9vpr6qlc8.png/43px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%9C%AB%E6%97%A5%E6%B8%B8%E6%88%8F.png","https://patchwiki.biligame.com/images/lysk/thumb/a/ac/1jzqjf2hacauts999qmopv57nzo507k.png/120px-%E6%80%9D%E5%BF%B5%E6%A8%AA%E5%9B%BE-%E6%9C%AB%E6%97%A5%E6%B8%B8%E6%88%8F.png"
0,"沈星回",3,"黄璃","月晖","攻击","心意连结","https://patchwiki.biligame.com/images/lysk/thumb/6/69/bmvlzw4abrq64iu6pmk17jvgkz457uv.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E5%BF%83%E6%84%8F%E8%BF%9E%E7%BB%93.png","https://patchwiki.biligame.com/images/lysk/thumb/f/f8/gvleu3m4lkys9eix6f79pf7mk70cvfs.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E5%BF%83%E6%84%8F%E8%BF%9E%E7%BB%93.png",""
0,"祁煜",3,"黄璃","月晖","攻击","念念留影","https://patchwiki.biligame.com/images/lysk/thumb/a/a7/owg62bdwb9kbmnldm05nlckgbhqtzhu.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E5%BF%B5%E5%BF%B5%E7%95%99%E5%BD%B1.png","https://patchwiki.biligame.com/images/lysk/thumb/6/6c/bjch4282bh92azev6vpulu640lthkul.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E5%BF%B5%E5%BF%B5%E7%95%99%E5%BD%B1.png",""
0,"秦彻",3,"粉珀","月晖","生命","肆意拿捏","https://patchwiki.biligame.com/images/lysk/thumb/8/85/89idplsn5icpsdnh1evyqe5gujjizc4.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E8%82%86%E6%84%8F%E6%8B%BF%E6%8D%8F.png","https://patchwiki.biligame.com/images/lysk/thumb/a/a5/348irw960g4n9y9xjq857byr4k9mwbi.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E8%82%86%E6%84%8F%E6%8B%BF%E6%8D%8F.png",""
0,"黎深",3,"红漪","月晖","防御","掌心珍重","https://patchwiki.biligame.com/images/lysk/thumb/a/a2/bf1h5xo06few76e12hdku5yavfr9oni.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%8E%8C%E5%BF%83%E7%8F%8D%E9%87%8D.png","https://patchwiki.biligame.com/images/lysk/thumb/9/9d/glcepti3k30chhcxlpyo761nz6sflqo.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%8E%8C%E5%BF%83%E7%8F%8D%E9%87%8D.png",""
0,"沈星回",5,"粉珀","月晖","攻击","执迷俘惑","https://patchwiki.biligame.com/images/lysk/thumb/7/78/0cpjjhbwv7pghuoybu4qzuqnum7hqe5.png/50px-%E6%80%9D%E5%BF%B5%E5%9B%BE%E6%A0%87-%E6%89%A7%E8%BF%B7%E4%BF%98%E6%83%91.png","https://patchwiki.biligame.com/images/lysk/thumb/5/56/gkx9wmpg7kt3l3uxw07f6r60x17w7cd.png/60px-%E6%80%9D%E5%BF%B5%E9%95%BF%E5%9B%BE-%E6%89%A7%E8%BF%B7%E4%BF%98%E6%83%91.png","https://patchwiki.biligame.com/images/lysk/thumb/b/bb/qs4aoxtce1kyftchs0wyruezkd0srnx.jpg/80px-%E6%80%9D%E5%BF%B5%E5%AE%A3%E4%BC%A0%E5%9B%BE-%E6%89%A7%E8%BF%B7%E4%BF%98%E6%83%91.jpg"
